q_id,web_list
1813,"[862,368,1299,455,1234]"
1814,"[1909,1193,1752,1340,1326]"
1815,"[1694,116,1638,1193,470]"
1816,"[1884,114,455,789,1611]"
1817,"[1654,824,335,445,675]"
1818,"[1247,1064,1118,1202,410]"
1819,"[643,737,997,1700,1639]"
1820,"[433,893,898,896,290]"
1821,"[1639,1064,618,139,116]"
1822,"[79,720,1073,1652,719]"
1823,"[1906,1928,1916,1528,1271]"
1824,"[1025,113,165,1239,1676]"
1825,"[102,98,693,1750,96]"
1826,"[7,1750,1884,455,361]"
1827,"[1556,890,1586,1924,112]"
1828,"[1676,890,29,1675,116]"
1829,"[1611,114,1113,1617,292]"
1830,"[1935,1651,927,290,357]"
1831,"[1613,257,1056,1530,1157]"
1832,"[501,1404,1457,1765,1777]"
1833,"[372,1040,108,391,1731]"
1834,"[1300,452,374,1301,341]"
1835,"[1733,455,412,125,411]"
1836,"[1611,114,1191,1113,1617]"
1837,"[992,1111,1157,287,1154]"
1838,"[116,455,618,1296,1910]"
1839,"[1906,1588,132,1528,372]"
1840,"[114,672,259,1098,922]"
1841,"[899,1117,1118,1898,49]"
1842,"[455,368,108,1157,1098]"
1843,"[927,1917,1034,1193,1588]"
1844,"[372,368,363,1148,1072]"
1845,"[677,98,116,618,1193]"
1846,"[1070,1160,1586,335,101]"
1847,"[478,1607,1924,811,1896]"
1848,"[698,1073,1157,883,1764]"
1849,"[102,1746,409,98,96]"
1850,"[1726,846,692,1601,1191]"
1851,"[1193,1025,1034,927,1029]"
1852,"[349,891,858,28,1917]"
1853,"[1618,1907,106,901,89]"
1854,"[1750,455,1071,296,783]"
1855,"[102,1746,409,96,97]"
1856,"[1088,1025,614,402,1022]"
1857,"[631,1732,1105,1202,410]"
1858,"[1032,366,1188,778,320]"
1859,"[229,1910,1065,1168,69]"
1860,"[306,1116,6,51,1111]"
1861,"[1733,412,1936,1295,455]"
1862,"[1742,1541,1564,1489,1554]"
1863,"[1125,1277,7,1115,295]"
1864,"[1607,1517,1608,18,1896]"
1865,"[781,116,1694,28,692]"
1866,"[340,723,1196,1077,966]"
1867,"[612,1239,1025,116,113]"
1868,"[677,1026,1590,376,977]"
1869,"[455,96,97,368,446]"
1870,"[1733,412,411,455,408]"
1871,"[1191,819,1768,1775,1769]"
1872,"[1066,1098,1921,289,220]"
1873,"[197,961,957,179,200]"
1874,"[406,407,419,722,1548]"
1875,"[862,1603,1700,437,1898]"
1876,"[862,624,1603,309,274]"
1877,"[166,1065,1466,519,669]"
1878,"[1263,608,1041,1202,410]"
1879,"[412,1733,113,1025,128]"
1880,"[368,1098,363,361,372]"
1881,"[1193,927,1917,1017,1025]"
1882,"[1765,1777,501,1874,1809]"
1883,"[1917,1193,1025,1034,868]"
1884,"[372,34,1072,368,1721]"
1885,"[455,1721,372,1928,1802]"
1886,"[90,822,666,757,848]"
1887,"[1067,1924,478,1721,128]"
1888,"[314,863,1747,865,1693]"
1889,"[1907,1618,1927,1072,1550]"
1890,"[1618,1775,1769,1768,106]"
1891,"[990,261,1842,1843,230]"
1892,"[454,455,1191,463,465]"
1893,"[1655,1160,1181,1312,369]"
1894,"[455,412,116,1676,125]"
1895,"[1601,692,693,1726,1662]"
1896,"[1034,919,165,1041,164]"
1897,"[1050,351,911,350,332]"
1898,"[412,1248,612,1697,1676]"
1899,"[1611,114,1113,1617,1129]"
1900,"[48,291,868,338,1748]"
1901,"[128,1924,1733,478,1067]"
1902,"[441,37,206,955,969]"
1903,"[409,1627,98,102,868]"
1904,"[954,885,1765,1777,1752]"
1905,"[1807,1071,1177,1125,384]"
1906,"[135,114,1157,496,718]"
1907,"[1673,872,1674,892,893]"
1908,"[1924,478,1750,1761,1662]"
1909,"[116,1043,1926,455,1913]"
1910,"[1129,374,365,446,1136]"
1911,"[501,1765,1777,1809,1506]"
1912,"[250,388,1561,1064,359]"
1913,"[1674,899,1119,819,1117]"
1914,"[1026,853,1048,1042,1046]"
1915,"[1694,1638,1202,410,618]"
1916,"[290,442,393,1273,1159]"
1917,"[455,374,1113,368,1095]"
1918,"[505,1251,1858,1867,1859]"
1919,"[1202,410,1030,368,206]"
1920,"[277,1202,410,7,811]"
1921,"[1676,412,618,612,113]"
1922,"[329,212,223,1649,899]"
1923,[]
1924,"[1297,1871,1830,1834,1853]"
1925,"[90,822,666,848,643]"
1926,"[1627,1125,113,926,455]"
1927,"[1904,1191,1662,1692,1613]"
1928,"[496,718,481,1607,1808]"
1929,"[368,455,862,1113,1]"
1930,"[114,672,1098,1611,372]"
1931,"[1121,645,1064,1040,368]"
1932,"[1570,455,372,374,368]"
1933,"[1924,478,722,290,288]"
1934,"[1750,102,1924,98,320]"
1935,"[257,917,68,1637,136]"
1936,"[1608,1157,1607,1896,1517]"
1937,"[1118,102,1746,793,98]"
1938,"[1647,1040,96,97,1172]"
1939,"[108,1721,1557,1782,1801]"
1940,"[927,1193,1034,1017,1025]"
1941,"[18,1713,887,292,373]"
1942,"[603,605,607,1639,396]"
1943,"[501,1765,1777,1809,1506]"
1944,"[1043,1022,326,1017,1205]"
1945,"[1574,602,1315,1041,785]"
1946,"[1570,108,1721,1129,368]"
1947,"[455,412,1733,618,411]"
1948,"[1651,286,352,1649,1148]"
1949,"[435,1207,1150,67,64]"
1950,"[1464,1510,455,1210,1675]"
1951,"[1721,108,789,398,671]"
1952,"[1581,195,467,147,34]"
1953,"[505,922,1858,1867,1859]"
1954,"[114,1611,1113,1123,1129]"
1955,"[1733,412,1639,411,1064]"
1956,"[1924,478,722,90,541]"
1957,"[1909,1618,886,1193,1752]"
1958,"[1207,1154,1061,37,115]"
1959,"[884,1067,1910,1884,455]"
1960,"[990,261,1842,1843,230]"
1961,"[128,1733,1924,116,412]"
1962,"[926,455,1125,1655,811]"
1963,"[510,1202,410,1690,1011]"
1964,[]
1965,"[533,28,322,1174,1179]"
1966,"[1611,114,1113,1040,1617]"
1967,"[1034,406,919,407,1041]"
1968,"[884,447,1675,1104,1273]"
1969,"[1179,338,1067,1011,269]"
1970,[]
1971,"[455,114,672,1098,274]"
1972,"[108,1721,395,292,1617]"
1973,[]
1974,"[372,368,363,438,778]"
1975,"[368,455,862,1113,1]"
1976,"[410,1202,901,992,1607]"
1977,"[1570,372,368,455,862]"
1978,"[1909,1618,409,921,1193]"
1979,"[372,368,1315,400,363]"
1980,"[102,409,98,116,96]"
1981,"[354,1112,220,656,281]"
1982,"[1193,220,992,1916,1190]"
1983,"[1676,113,455,116,114]"
1984,"[886,901,1608,1157,1607]"
1985,"[1086,220,265,1017,1285]"
1986,[]
1987,[]
1988,"[1588,1070,101,1586,291]"
1989,"[868,1748,116,618,455]"
1990,"[128,1913,28,27,900]"
1991,"[692,1601,693,1726,846]"
1992,"[1606,1142,1073,1147,351]"
1993,[]
1994,"[1042,886,1909,1680,1061]"
1995,"[412,618,1676,612,868]"
1996,"[116,455,1924,618,1750]"
1997,"[69,1293,55,436,1861]"
1998,"[1798,1781,1782,1799,1801]"
1999,"[1618,1770,1061,1775,778]"
2000,"[1203,884,291,338,48]"
2001,"[1742,412,1610,1733,116]"
2002,"[1071,868,1807,1748,1899]"
2003,"[420,1239,1658,126,1594]"
2004,"[868,1041,1748,1915,102]"
2005,"[1618,501,1809,1775,1765]"
2006,"[1570,1187,1721,135,354]"
2007,"[114,1611,1113,1617,618]"
2008,"[927,1158,1025,1193,618]"
2009,"[1924,1750,478,783,102]"
2010,"[1618,412,886,1909,1248]"
2011,"[1613,257,1530,1127,1121]"
2012,"[90,822,666,643,848]"
2013,"[583,1786,1792,1793,584]"
2014,"[455,1924,496,1125,1067]"
2015,"[954,1765,1777,1907,1447]"
2016,"[290,1935,1906,1901,1710]"
2017,"[359,1588,1529,1050,284]"
2018,"[1694,1639,618,116,19]"
2019,"[1618,1676,455,114,113]"
2020,"[1742,454,1558,455,1910]"
2021,"[1904,1587,900,1905,1627]"
2022,"[1907,91,1147,126,680]"
2023,"[96,97,102,1746,98]"
2024,"[1019,125,51,847,372]"
2025,"[455,862,258,1927,1612]"
2026,"[1674,1877,762,999,7]"
2027,"[1615,290,1556,1626,1538]"
2028,"[832,885,954,1027,1295]"
2029,"[455,411,914,1733,396]"
2030,"[1050,1032,1011,1780,1603]"
2031,"[1037,1907,372,1721,368]"
2032,"[116,455,1676,412,612]"
2033,"[778,1654,398,851,625]"
2034,"[1191,819,372,1768,1775]"
2035,"[1924,478,1618,124,1633]"
2036,"[851,1924,478,1646,619]"
2037,"[496,718,481,1607,1808]"
2038,"[1742,1541,1564,1489,1554]"
2039,"[1618,1909,1326,1340,1752]"
2040,"[1909,1733,921,165,1752]"
2041,"[454,455,461,1308,465]"
2042,"[1197,102,818,377,722]"
2043,"[327,332,328,284,351]"
2044,"[1205,1043,271,1014,1018]"
2045,"[1617,618,1676,1655,412]"
2046,[]
2047,"[1618,1064,819,1907,1066]"
2048,"[643,1901,29,89,1639]"
2049,"[618,412,1676,612,128]"
2050,"[1042,886,1049,1014,1026]"
2051,"[862,660,144,124,1573]"
2052,"[1138,659,439,1591,692]"
2053,"[1191,1726,390,846,410]"
2054,"[1312,650,611,440,462]"
2055,"[902,1257,1253,400,1250]"
2056,"[115,1694,1414,116,1328]"
2057,"[679,682,1750,1147,308]"
2058,"[455,1655,926,1617,1125]"
2059,"[1655,683,372,368,1125]"
2060,"[412,612,116,1676,113]"
2061,"[1187,891,333,1674,1092]"
2062,"[1809,501,1775,862,1769]"
2063,"[496,481,718,305,1808]"
2064,"[116,1676,1915,29,612]"
2065,"[1924,478,1558,796,1067]"
2066,"[1135,1134,1132,1130,603]"
2067,"[1618,1775,1769,1768,106]"
2068,"[952,1916,964,1635,914]"
2069,"[455,1676,618,116,612]"
2070,"[1021,284,358,388,994]"
2071,"[290,1167,420,1905,1901]"
2072,"[412,18,1112,1136,411]"
2073,"[379,1067,116,1768,339]"
2074,"[501,1765,1777,1809,1506]"
2075,"[618,1639,116,408,868]"
2076,[]
2077,"[1607,135,114,496,718]"
2078,"[1924,1884,541,786,1760]"
2079,"[1909,1618,921,1752,1340]"
2080,"[401,444,692,47,1127]"
2081,"[1617,1109,718,292,646]"
2082,"[357,80,283,150,1067]"
2083,"[901,1325,94,1441,1774]"
2084,"[862,1603,510,1639,114]"
2085,"[618,412,868,113,1070]"
2086,"[303,1902,401,807,47]"
2087,"[612,116,114,618,1639]"
2088,"[1040,1884,390,1129,110]"
2089,"[868,101,1748,1001,806]"
2090,"[1613,257,1530,1459,901]"
2091,"[1071,1807,868,1748,101]"
2092,"[1313,793,1700,98,55]"
2093,"[1607,1517,1157,1608,1896]"
2094,"[618,412,612,114,414]"
2095,"[291,1052,353,219,1692]"
2096,"[1909,1618,1340,921,1193]"
2097,"[1607,1904,1517,1608,1587]"
2098,"[1617,718,339,292,1722]"
2099,"[990,261,1842,1843,230]"
2100,"[1193,1809,1042,1694,1909]"
2101,"[789,1760,541,510,672]"
2102,"[377,1405,688,1459,1609]"
2103,"[1043,1085,1205,1014,1091]"
2104,"[116,868,113,1748,455]"
2105,"[1027,1042,1041,1916,1037]"
2106,"[1780,95,527,1283,771]"
2107,"[324,688,319,692,1041]"
2108,"[1676,1675,1248,29,116]"
2109,"[1907,1896,1618,409,1192]"
2110,"[455,1157,114,1907,375]"
2111,"[1545,1894,1313,1900,416]"
2112,"[89,1907,922,1926,113]"
2113,"[796,1570,1884,89,1894]"
2114,"[1607,1157,783,1277,1750]"
2115,"[793,1313,1700,1541,1746]"
2116,"[1191,1618,819,1157,439]"
2117,"[116,1673,868,1748,1924]"
2118,"[368,773,765,373,745]"
2119,"[1613,481,257,1530,1858]"
2120,"[1733,1610,412,449,455]"
2121,"[113,29,1676,116,1248]"
2122,"[1676,116,890,868,1900]"
2123,"[1742,1555,1550,1558,1564]"
2124,"[1041,1574,168,1900,901]"
2125,"[1896,1618,409,1907,1192]"
2126,"[1197,102,409,96,97]"
2127,"[510,1639,1792,1793,114]"
2128,"[1098,114,1157,372,274]"
2129,"[275,274,279,280,277]"
2130,"[211,1733,223,412,441]"
2131,"[1064,368,1192,1040,372]"
2132,"[1618,501,1809,1775,862]"
2133,"[1193,1025,1034,927,165]"
2134,"[417,1239,116,1694,455]"
2135,"[455,926,1617,1125,85]"
2136,"[1574,1041,1917,785,1898]"
2137,"[108,1721,1557,845,791]"
2138,"[609,1060,1034,1040,954]"
2139,"[692,379,1726,846,693]"
2140,"[1608,1607,1517,319,258]"
2141,"[1700,1045,372,1147,697]"
2142,"[372,752,368,765,762]"
2143,"[455,773,510,1134,1014]"
2144,"[818,1189,377,392,317]"
2145,"[1101,1133,296,408,1387]"
2146,[171]
2147,"[222,1112,195,1054,1733]"
2148,"[995,257,992,1459,1157]"
2149,"[454,465,461,463,455]"
2150,"[886,1042,1193,1909,1037]"
2151,"[102,1884,409,1197,1910]"
2152,"[1896,1618,409,1907,1192]"
2153,[171]
2154,"[372,1072,368,1721,108]"
2155,"[90,822,666,643,848]"
2156,"[102,1746,409,98,96]"
2157,"[1088,1022,1615,379,1134]"
2158,"[1608,1157,1607,1896,1517]"
2159,"[1027,223,927,1120,788]"
2160,"[1148,918,1915,329,1651]"
2161,"[1924,478,607,98,1728]"
2162,"[612,1619,116,1676,1248]"
2163,"[113,128,901,1022,409]"
2164,"[1752,1781,1782,1098,1799]"
2165,"[1742,862,1603,171,473]"
2166,"[862,368,1113,999,992]"
2167,"[372,1185,132,1609,1098]"
2168,"[455,1733,1297,1641,842]"
2169,"[1617,292,1722,718,339]"
2170,"[1936,1295,1277,1935,1121]"
2171,"[1702,1117,1743,899,332]"
2172,"[1896,1618,108,409,1907]"
2173,"[796,436,1648,728,1635]"
2174,"[1158,1186,1157,331,128]"
2175,"[1884,1022,789,1910,1020]"
2176,"[1251,859,455,1808,505]"
2177,"[1064,1607,1032,1121,481]"
2178,"[1909,1193,1752,1326,886]"
2179,"[501,1765,1777,1756,900]"
2180,"[1154,1159,967,373,1115]"
2181,"[412,618,116,1676,411]"
2182,"[901,1808,1607,718,481]"
2183,"[455,1673,1884,807,1910]"
2184,"[1924,478,722,90,541]"
2185,"[1574,602,785,1898,49]"
2186,"[1694,116,868,618,1748]"
2187,"[1773,445,124,1067,866]"
2188,"[818,1145,1189,392,322]"
2189,"[455,900,1733,1125,109]"
2190,"[868,1748,1522,901,1071]"
2191,"[1124,346,1696,7,20]"
2192,"[1158,1131,730,1746,738]"
2193,"[688,335,324,1273,1276]"
2194,"[1077,411,1284,396,478]"
2195,"[758,849,369,362,1837]"
2196,"[116,1694,868,1570,618]"
2197,"[290,1863,420,1816,1817]"
2198,"[113,1676,1600,890,1248]"
2199,"[125,1694,116,1924,1618]"
2200,"[1926,1913,629,165,1311]"
2201,"[108,1570,1129,372,1721]"
2202,"[372,672,1884,98,455]"
2203,"[102,96,97,1746,98]"
2204,"[1909,1193,1618,920,921]"
2205,"[1733,412,1618,1641,455]"
2206,"[1896,1618,409,1907,1192]"
2207,"[455,1157,862,108,32]"
2208,"[1281,290,372,455,618]"
2209,"[824,823,1279,722,374]"
2210,"[1780,527,523,64,113]"
2211,"[1884,1910,789,455,462]"
2212,"[926,1617,455,1125,1555]"
2213,"[1550,900,1558,1618,1249]"
2214,"[89,481,455,1157,1602]"
2215,"[1071,868,1748,1807,128]"
2216,"[290,1204,339,368,1020]"
2217,"[116,1694,1748,868,1041]"
2218,"[794,1313,288,1913,187]"
2219,"[606,723,687,691,807]"
2220,"[1733,412,455,411,408]"
2221,"[1157,1773,501,1775,1769]"
2222,"[1195,979,76,820,1038]"
2223,"[400,674,1768,1157,1802]"
2224,"[132,1098,372,1185,1907]"
2225,[]
2226,"[1909,1752,1193,1618,1326]"
2227,"[1697,1696,1070,7,291]"
2228,"[405,113,159,937,1762]"
2229,"[926,1044,1125,1617,438]"
2230,"[793,1313,1700,1541,1746]"
2231,"[455,116,1676,113,618]"
2232,"[1574,1770,1034,1041,602]"
2233,"[1716,1247,1202,410,1313]"
2234,"[1904,1191,379,327,328]"
2235,"[1618,1775,1769,1768,106]"
2236,"[1639,116,1694,868,618]"
2237,"[344,1125,692,447,368]"
2238,"[116,455,1694,98,868]"
2239,"[1676,113,1618,618,412]"
2240,"[650,1272,1645,1901,1547]"
2241,"[116,1694,1207,868,618]"
2242,"[1673,892,872,1612,871]"
2243,"[455,89,1157,481,1602]"
2244,[]
2245,"[350,1642,1560,55,102]"
2246,"[1751,1370,487,1764,1363]"
2247,"[1752,696,695,815,688]"
2248,"[108,677,368,900,1618]"
2249,"[372,489,815,368,1607]"
2250,"[824,347,334,435,142]"
2251,"[1617,1722,1653,718,712]"
2252,"[116,1694,29,28,868]"
2253,"[368,1068,884,1011,849]"
2254,"[433,716,321,801,991]"
2255,"[618,1697,1040,1064,125]"
2256,"[1924,102,786,98,922]"
2257,"[979,1887,1188,67,781]"
2258,"[1726,1601,846,692,1604]"
2259,"[1611,114,1113,1617,1191]"
2260,"[1196,263,351,222,1077]"
2261,"[290,1028,614,335,1840]"
2262,"[410,1202,1936,1295,1277]"
2263,"[400,363,1808,1607,372]"
2264,"[1808,89,1035,1735,309]"
2265,"[455,1617,292,1125,926]"
2266,"[1046,27,1911,412,149]"
2267,"[1065,1618,862,455,895]"
2268,"[269,1641,1163,1891,27]"
2269,"[1358,1401,1054,886,1822]"
2270,"[1574,602,785,1041,1898]"
2271,"[1911,671,213,211,212]"
2272,"[677,292,198,376,377]"
2273,"[1901,89,247,1276,1612]"
2274,"[612,1676,1248,414,89]"
2275,"[368,1,259,455,1157]"
2276,"[18,401,337,126,1904]"
2277,"[1733,412,692,128,455]"
2278,"[411,412,618,114,1676]"
2279,"[1316,819,1618,922,106]"
2280,"[682,621,1001,288,128]"
2281,"[463,454,455,465,467]"
2282,"[1193,1025,921,927,1041]"
2283,"[455,697,687,1884,116]"
2284,"[1043,954,1765,1777,825]"
2285,"[341,501,1909,1809,1040]"
2286,"[1204,125,124,1612,1626]"
2287,"[28,29,368,230,709]"
2288,"[1923,618,412,118,1676]"
2289,"[1748,868,1910,409,1884]"
2290,"[1570,372,374,1557,369]"
2291,"[1677,1673,990,1407,334]"
2292,"[454,903,455,351,81]"
2293,"[697,1599,1576,688,1043]"
2294,"[1762,1898,49,88,426]"
2295,"[1780,1675,113,527,1248]"
2296,"[1694,485,1677,618,1762]"
2297,"[113,612,1618,409,1025]"
2298,"[1319,256,259,1153,390]"
2299,"[1618,1775,1769,1768,106]"
2300,[]
2301,"[1807,1043,1071,1014,1205]"
2302,"[1654,1761,1652,1760,340]"
2303,"[1197,102,409,1884,96]"
2304,"[340,911,1649,1630,162]"
2305,"[1721,1618,114,510,1098]"
2306,"[1297,1935,259,290,1592]"
2307,"[990,261,1842,1843,230]"
2308,"[1192,1611,1040,1129,1087]"
2309,"[477,290,1116,611,279]"
2310,"[1042,1765,1777,511,849]"
2311,"[1917,455,408,379,116]"
2312,"[116,618,1639,1733,128]"
2313,"[1577,489,898,896,895]"
2314,"[89,481,1602,1026,135]"
2315,[]
2316,"[868,1748,618,116,1694]"
2317,"[1160,1906,1070,1529,1588]"
2318,"[1570,501,1765,1777,1506]"
2319,"[1313,124,1541,1746,1073]"
2320,"[935,1551,735,1645,1910]"
2321,"[1913,697,1599,1762,455]"
2322,"[325,1896,788,372,1157]"
2323,"[453,89,1561,1560,1044]"
2324,"[668,368,967,374,1113]"
2325,"[1694,922,1638,116,1618]"
2326,"[340,911,604,271,1205]"
2327,"[900,455,926,1617,1125]"
2328,"[128,1025,1193,1033,1034]"
2329,"[125,1065,866,1066,368]"
2330,"[455,1617,926,292,1712]"
2331,"[137,1884,952,455,150]"
2332,"[1617,126,1311,470,620]"
2333,"[1581,195,467,147,34]"
2334,"[1617,1702,292,1555,1722]"
2335,"[501,1765,1777,1030,309]"
2336,"[277,7,219,1202,410]"
2337,"[1137,891,159,937,1049]"
2338,"[363,400,372,1040,1125]"
2339,"[697,1599,688,1576,1043]"
2340,"[116,1694,1638,868,618]"
2341,"[1900,868,1543,425,1748]"
2342,"[1613,1530,257,1542,1191]"
2343,"[290,79,1935,1700,1232]"
2344,"[601,406,407,1202,410]"
2345,"[618,868,116,1694,1748]"
2346,"[1618,1775,1769,1768,106]"
2347,"[90,822,666,643,848]"
2348,"[1297,386,472,47,1318]"
2349,"[990,1591,956,1912,911]"
2350,"[1307,1001,1930,1149,1286]"
2351,"[1591,1067,116,1297,256]"
2352,"[289,1068,1070,1064,1257]"
2353,"[1193,927,1909,1034,113]"
2354,"[382,120,739,202,1032]"
2355,"[1618,1904,1191,856,1613]"
2356,"[1752,165,1909,161,1025]"
2357,"[1613,257,1530,1193,1030]"
2358,"[692,846,1726,116,693]"
2359,"[1064,1040,1113,1611,1121]"
2360,"[1570,372,1607,1608,1157]"
2361,"[1191,1726,390,846,114]"
2362,"[1617,292,1618,125,1620]"
2363,"[692,846,1726,1112,1608]"
2364,"[374,1226,397,761,400]"
2365,"[1042,159,937,1030,1037]"
2366,"[1611,114,1113,1617,1712]"
2367,"[1192,1040,1611,114,692]"
2368,"[510,114,1500,1826,684]"
2369,"[128,98,1695,371,1907]"
2370,"[1759,1335,1381,1268,498]"
2371,"[1733,377,718,992,383]"
2372,"[1754,1325,1277,1763,1257]"
2373,"[677,1550,376,1756,697]"
2374,"[608,643,666,1725,773]"
2375,"[868,1748,1900,1134,858]"
2376,"[1884,1890,1677,862,432]"
2377,"[1191,125,24,1019,900]"
2378,"[1894,101,89,1915,922]"
2379,"[1620,116,1694,1034,868]"
2380,"[37,1913,1207,895,1043]"
2381,"[697,1913,1599,1926,1762]"
2382,"[1207,1154,1680,1061,287]"
2383,"[1043,1014,1205,722,1017]"
2384,"[116,618,125,868,7]"
2385,"[349,1516,692,1639,67]"
2386,"[1694,29,116,1603,1011]"
2387,"[340,162,919,165,911]"
2388,"[697,1599,688,1075,470]"
2389,"[402,42,1700,1368,290]"
2390,"[608,1662,1121,765,645]"
2391,"[1775,1769,1768,1763,1599]"
2392,"[1581,195,467,147,34]"
2393,"[412,411,868,618,1676]"
2394,"[1607,1904,18,1587,1746]"
2395,"[1157,455,1035,1067,862]"
2396,"[618,1277,1915,128,1618]"
2397,"[1204,372,1907,1020,1113]"
2398,"[1064,1088,618,1915,1022]"
2399,"[1012,501,1765,1777,1658]"
2400,"[608,643,666,1725,773]"
2401,"[1042,349,1034,211,1049]"
2402,"[1052,1061,309,917,935]"
2403,"[1763,1765,1777,1804,1766]"
2404,"[608,1662,1121,765,645]"
2405,[]
2406,"[1676,29,116,113,890]"
2407,"[455,1157,368,1113,825]"
2408,"[190,1932,891,1639,1917]"
2409,"[1516,857,1603,400,1898]"
2410,"[1733,1300,1301,452,798]"
2411,"[257,1147,351,1142,366]"
2412,"[1733,911,412,128,455]"
2413,"[455,1618,1157,98,1907]"
2414,"[1042,886,1193,1909,1752]"
2415,"[368,455,862,1157,1113]"
2416,"[7,368,415,1314,1669]"
2417,"[102,1746,409,98,96]"
2418,"[1041,921,377,1134,1918]"
2419,"[868,1748,102,96,97]"
2420,[]
2421,"[1904,1191,1692,1613,1589]"
2422,"[90,822,666,1662,848]"
2423,"[1909,1193,1029,921,1752]"
2424,"[114,672,1098,1611,372]"
2425,"[1900,1917,116,1543,1675]"
2426,"[1196,631,439,405,1732]"
2427,[171]
2428,"[1104,1067,327,1066,1907]"
2429,"[1202,410,1263,1762,1758]"
2430,"[1694,116,868,618,1748]"
2431,"[1557,1733,1125,1044,1610]"
2432,"[897,894,117,789,672]"
2433,"[1608,1607,18,438,1157]"
2434,"[972,970,973,209,971]"
2435,"[1315,372,368,855,1150]"
2436,"[1574,1193,602,785,1694]"
2437,"[1197,1297,1070,102,320]"
2438,"[341,1073,265,926,1066]"
2439,"[257,917,68,1637,1181]"
2440,"[116,1694,868,618,1748]"
2441,"[909,349,210,361,419]"
2442,"[1034,1041,1280,1030,1064]"
2443,"[1904,1191,1692,1613,1589]"
2444,"[400,674,1768,1157,1802]"
2445,"[291,884,819,1890,1614]"
2446,"[1617,292,718,1722,108]"
2447,"[1297,611,124,851,126]"
2448,"[1524,1197,1041,1525,1559]"
2449,"[290,1694,1167,618,116]"
2450,"[891,349,858,1066,1134]"
2451,"[478,1157,1924,1896,811]"
2452,"[677,376,296,365,377]"
2453,"[116,455,890,1618,112]"
2454,"[1733,1923,865,863,1747]"
2455,"[1610,320,1614,1521,1066]"
2456,"[1700,793,1313,1746,102]"
2457,"[290,1935,1863,927,65]"
2458,"[438,1190,1143,372,1144]"
2459,"[1193,1025,1034,165,1028]"
2460,"[368,862,765,455,501]"
2461,"[1617,292,1722,718,1254]"
2462,"[868,1748,455,1676,412]"
2463,"[102,116,98,1067,1731]"
2464,"[1037,425,1067,1148,352]"
2465,"[1207,1154,1061,115,37]"
2466,"[1618,1775,1768,1769,1907]"
2467,"[677,1618,1239,1619,125]"
2468,"[891,1917,858,349,1134]"
2469,"[455,1157,368,1113,825]"
2470,"[102,98,1746,1525,793]"
2471,"[677,1921,376,306,868]"
2472,"[1765,1777,1676,455,1763]"
2473,"[1125,292,1655,900,1588]"
2474,"[697,1271,1026,1043,683]"
2475,"[501,1765,1777,1809,1506]"
2476,"[438,1190,1143,372,1144]"
2477,"[18,401,1607,1904,603]"
2478,"[1297,290,1936,420,1901]"
2479,"[1733,128,412,1135,1244]"
2480,"[114,1123,1297,1113,1132]"
2481,"[886,1608,1157,1607,820]"
2482,"[1064,1098,114,276,836]"
2483,"[773,1733,412,741,1676]"
2484,[]
2485,"[1617,1555,1619,292,1618]"
2486,"[990,1591,956,1912,911]"
2487,"[1694,1639,618,116,19]"
2488,"[372,368,1522,258,125]"
2489,"[290,1694,868,1748,116]"
2490,[]
2491,"[455,1157,368,862,1113]"
2492,"[1157,1113,412,1608,1659]"
2493,"[1098,135,114,1607,496]"
2494,"[1909,1193,1752,1326,1340]"
2495,"[1197,102,309,116,409]"
2496,"[372,1570,1557,363,1098]"
2497,"[1297,603,1255,851,126]"
2498,"[372,1072,368,1721,108]"
2499,"[1909,1193,1752,1326,165]"
2500,"[416,109,1523,811,425]"
2501,"[891,697,1599,1917,1017]"
2502,"[1917,455,384,116,408]"
2503,"[501,1765,1777,1756,1766]"
2504,"[1877,1895,733,1287,454]"
2505,"[891,96,97,1713,98]"
2506,"[1042,886,161,1766,1049]"
2507,"[1064,1018,618,116,697]"
2508,"[631,1732,1202,22,1196]"
2509,"[18,102,900,1642,409]"
2510,"[1781,1782,1900,1801,1799]"
2511,"[250,1279,1066,1675,849]"
2512,"[629,1549,274,285,1636]"
2513,"[1148,1906,455,1935,1526]"
2514,"[1524,1197,1525,1041,1559]"
2515,[]
2516,"[1313,793,1700,1746,102]"
2517,"[717,1639,146,1187,603]"
2518,[]
2519,"[117,94,89,1296,1359]"
2520,"[1733,451,922,1627,412]"
2521,"[1638,116,114,411,124]"
2522,"[1572,878,1752,1442,786]"
2523,"[1673,372,1050,1647,902]"
2524,"[350,55,290,102,1642]"
2525,"[1157,1619,1620,116,1064]"
2526,"[1011,728,351,209,1035]"
2527,"[1909,1752,1326,1340,1620]"
2528,"[116,1694,868,618,1748]"
2529,"[618,1676,612,412,1619]"
2530,[]
2531,"[1924,478,1675,1248,1750]"
2532,"[1935,290,455,1085,1566]"
2533,"[1659,1721,1204,1032,1299]"
2534,"[677,376,660,377,159]"
2535,"[1910,1040,1132,1127,1936]"
2536,"[1030,1029,1020,935,1043]"
2537,"[611,614,1853,1816,1817]"
2538,"[1915,358,265,406,326]"
2539,"[1900,891,858,868,349]"
2540,"[116,1694,1618,24,1907]"
2541,"[29,116,1639,28,19]"
2542,"[1610,45,455,290,88]"
2543,"[1026,1344,350,1027,1651]"
2544,"[350,55,102,1642,1560]"
2545,[]
2546,"[692,1726,846,693,1601]"
2547,"[1795,1516,1764,373,1041]"
